"","sex","age","degree","income","income_vs_average","satisfaction","happy"
"381","Female",42,"Graduate",12,"Average","Pretty satisfied","Very happy"
"382","Female",43,"Graduate",1,"Below average","Not satisfied","Not too happy"
"383","Female",37,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"384","Male",36,"Hight school",9,"Far below average","Not satisfied","Not too happy"
"385","Female",62,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"386","Female",60,"Hight school",11,"Far below average","Not satisfied","Not too happy"
"387","Female",80,"Bachelors",3,"Below average","More of less satisfied","Pretty happy"
"388","Female",80,"Graduate",12,"Average","Pretty satisfied","Very happy"
"389","Male",71,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"390","Female",62,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"391","Female",29,"Graduate",3,"Far below average","Pretty satisfied","Very happy"
"392","Male",34,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"393","Female",66,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"394","Female",52,"Less than high school",9,"Far below average","Not satisfied","Not too happy"
"395","Male",65,"Hight school",12,"Average","More of less satisfied","Very happy"
"396","Male",42,"Hight school",12,"Below average","Not satisfied","Not too happy"
"397","Female",53,"associate/junior college",12,"Below average","Not satisfied","Pretty happy"
"398","Male",74,"Hight school",12,"Average","More of less satisfied","Very happy"
"399","Female",41,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"400","Female",28,"associate/junior college",12,"Far below average","Not satisfied","Pretty happy"
"401","Female",32,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"402","Female",41,"associate/junior college",12,"Average","Not satisfied","Not too happy"
"403","Female",49,"Hight school",2,"Average","Pretty satisfied","Not too happy"
"404","Female",76,"Hight school",12,"Average","More of less satisfied","Not too happy"
"405","Female",38,"Less than high school",9,"Far below average","Not satisfied","Not too happy"
"406","Female",48,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"407","Female",29,"Hight school",9,"Below average","More of less satisfied","Very happy"
"408","Male",73,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"409","Female",35,"Hight school",9,"Far below average","Not satisfied","Not too happy"
"410","Male",53,"associate/junior college",10,"Far below average","More of less satisfied","Pretty happy"
"411","Female",53,"Hight school",12,"Below average","Not satisfied","Not too happy"
"412","Male",70,"Less than high school",9,"Far below average","Not satisfied","Not too happy"
"413","Female",52,"Hight school",9,"Far below average","Not satisfied","Pretty happy"
"414","Male",49,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"415","Male",48,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"416","Male",69,"Hight school",1,"Average","More of less satisfied","Pretty happy"
"417","Female",24,"Bachelors",10,"Average","Not satisfied","Pretty happy"
"418","Male",31,"Graduate",12,"Average","More of less satisfied","Not too happy"
"419","Female",65,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"420","Female",26,"Hight school",10,"Above average","More of less satisfied","Pretty happy"
"421","Male",77,"Hight school",12,"Far above average","Pretty satisfied","Pretty happy"
"422","Male",69,"associate/junior college",12,"Far below average","Not satisfied","Not too happy"
"423","Male",62,"Bachelors",11,"Below average","Not satisfied","Pretty happy"
"424","Male",25,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"425","Female",25,"associate/junior college",9,"Below average","More of less satisfied","Pretty happy"
"426","Female",82,"Bachelors",11,"Below average","More of less satisfied","Pretty happy"
"427","Female",76,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"428","Female",35,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"429","Female",69,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"430","Female",76,"Hight school",12,"Below average","Not satisfied","Very happy"
"431","Male",31,"Hight school",12,"Below average","Pretty satisfied","Very happy"
"432","Male",52,"Hight school",12,"Average","Not satisfied","Not too happy"
"433","Male",84,"Hight school",12,"Average","Pretty satisfied","Very happy"
"434","Female",41,"Bachelors",12,"Far below average","Not satisfied","Pretty happy"
"435","Male",28,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"436","Female",69,"Hight school",12,"Average","More of less satisfied","Not too happy"
"437","Female",44,"Hight school",9,"Below average","More of less satisfied","Pretty happy"
"438","Female",61,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"439","Female",40,"Graduate",12,"Average","More of less satisfied","Very happy"
"440","Male",75,"Graduate",12,"Average","Pretty satisfied","Very happy"
"441","Female",69,"Hight school",12,"Average","More of less satisfied","Very happy"
"442","Male",63,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"443","Male",75,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"444","Male",61,"Hight school",12,"Average","Pretty satisfied","Not too happy"
"445","Male",89,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"446","Female",80,"associate/junior college",11,"Below average","More of less satisfied","Not too happy"
"447","Female",66,"associate/junior college",12,"Above average","Pretty satisfied","Pretty happy"
"448","Male",35,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"449","Male",81,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"450","Male",21,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"451","Female",89,"Hight school",12,"Average","Pretty satisfied","Very happy"
"452","Male",69,"Hight school",12,"Average","More of less satisfied","Very happy"
"453","Female",70,"Hight school",9,"Below average","More of less satisfied","Not too happy"
"454","Male",70,"Hight school",10,"Far below average","Not satisfied","Not too happy"
"455","Female",79,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"456","Female",80,"Hight school",10,"Far below average","Not satisfied","Pretty happy"
"457","Female",39,"Hight school",12,"Average","Not satisfied","Pretty happy"
"458","Female",30,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"459","Female",33,"Hight school",9,"Average","More of less satisfied","Not too happy"
"460","Male",29,"associate/junior college",10,"Below average","Not satisfied","Very happy"
"461","Female",22,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"462","Female",59,"Bachelors",12,"Below average","Pretty satisfied","Very happy"
"463","Female",61,"Hight school",10,"Below average","Not satisfied","Pretty happy"
"464","Female",46,"Hight school",11,"Below average","Not satisfied","Pretty happy"
"465","Female",39,"associate/junior college",12,"Average","Not satisfied","Pretty happy"
"466","Female",55,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"467","Male",51,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"468","Female",23,"associate/junior college",6,"Average","More of less satisfied","Very happy"
"469","Female",55,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"470","Male",59,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"471","Male",61,"Graduate",12,"Above average","Pretty satisfied","Not too happy"
"472","Male",33,"Bachelors",1,"Below average","More of less satisfied","Pretty happy"
"473","Male",27,"Graduate",11,"Below average","Pretty satisfied","Pretty happy"
"474","Female",25,"Bachelors",12,"Average","More of less satisfied","Very happy"
"475","Male",65,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"476","Female",55,"associate/junior college",12,"Average","More of less satisfied","Not too happy"
"477","Male",25,"Less than high school",1,"Far below average","Not satisfied","Not too happy"
"478","Male",61,"Graduate",12,"Above average","More of less satisfied","Very happy"
"479","Male",77,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"480","Male",67,"Hight school",11,"Below average","More of less satisfied","Not too happy"
"481","Female",27,"Graduate",12,"Far above average","Pretty satisfied","Pretty happy"
"482","Female",50,"Graduate",12,"Above average","Pretty satisfied","Not too happy"
"483","Male",72,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"484","Male",71,"Bachelors",12,"Above average","More of less satisfied","Not too happy"
"485","Female",35,"Bachelors",12,"Below average","Pretty satisfied","Pretty happy"
"486","Female",72,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"487","Male",28,"Bachelors",12,"Far above average","Pretty satisfied","Not too happy"
"488","Male",32,"Less than high school",10,"Below average","More of less satisfied","Pretty happy"
"489","Male",32,"Graduate",12,"Average","Not satisfied","Pretty happy"
"490","Female",43,"Hight school",10,"Far below average","Not satisfied","Not too happy"
"491","Female",34,"Graduate",12,"Below average","More of less satisfied","Pretty happy"
"492","Female",59,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"493","Male",46,"Hight school",12,"Average","Not satisfied","Not too happy"
"494","Female",62,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"495","Female",55,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"496","Female",78,"Hight school",9,"Far below average","More of less satisfied","Pretty happy"
"497","Female",72,"Hight school",11,"Far below average","More of less satisfied","Pretty happy"
"498","Female",71,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"499","Female",85,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"500","Male",76,"associate/junior college",12,"Above average","More of less satisfied","Very happy"
"501","Male",35,"Graduate",12,"Below average","Not satisfied","Pretty happy"
"502","Female",54,"Hight school",9,"Below average","More of less satisfied","Not too happy"
"503","Male",28,"Bachelors",12,"Below average","More of less satisfied","Very happy"
"504","Male",69,"associate/junior college",12,"Above average","More of less satisfied","Very happy"
"505","Male",77,"Graduate",12,"Average","Pretty satisfied","Not too happy"
"506","Female",60,"Graduate",12,"Below average","Pretty satisfied","Pretty happy"
"507","Female",75,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"508","Male",43,"associate/junior college",12,"Average","Pretty satisfied","Pretty happy"
"509","Male",75,"Hight school",12,"Average","More of less satisfied","Not too happy"
"510","Female",76,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"511","Female",31,"Hight school",12,"Below average","Not satisfied","Not too happy"
"512","Male",47,"Hight school",11,"Below average","Not satisfied","Pretty happy"
"513","Female",23,"Hight school",9,"Below average","Not satisfied","Pretty happy"
"514","Female",31,"Graduate",12,"Below average","More of less satisfied","Pretty happy"
"515","Male",47,"Hight school",12,"Below average","Not satisfied","Very happy"
"516","Male",60,"Hight school",12,"Average","Pretty satisfied","Not too happy"
"517","Male",89,"Less than high school",12,"Far below average","Pretty satisfied","Pretty happy"
"518","Male",53,"Hight school",12,"Below average","Not satisfied","Not too happy"
"519","Male",62,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"520","Female",60,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"521","Female",54,"Hight school",9,"Far below average","Not satisfied","Not too happy"
"522","Female",73,"Bachelors",10,"Far below average","Not satisfied","Very happy"
"523","Female",25,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"524","Female",49,"Hight school",12,"Far below average","Not satisfied","Pretty happy"
"525","Female",37,"associate/junior college",11,"Far below average","Not satisfied","Not too happy"
"526","Female",30,"Hight school",10,"Far below average","Not satisfied","Pretty happy"
"527","Female",67,"Bachelors",12,"Below average","More of less satisfied","Not too happy"
